model_name,optimizer,loss,epoch,batch_size,learning_rate,idx_repeat,test_loss,test_accuracy
model_02,adam,binary_crossentropy,10,32,1e-05,1,2.124676465988159,0.6774873733520508
model_02,adam,binary_crossentropy,10,32,1e-05,2,1.2779991626739502,0.6639966368675232
model_02,adam,binary_crossentropy,10,128,0.001,0,0.37594330310821533,0.7609612345695496
model_02,adam,binary_crossentropy,10,128,0.001,1,0.3794369101524353,0.7601180672645569
model_02,adam,binary_crossentropy,10,128,0.001,2,0.3816143274307251,0.7605396509170532
model_02,adam,binary_crossentropy,10,128,0.0001,0,0.9992767572402954,0.7091062664985657
model_02,adam,binary_crossentropy,10,128,0.0001,1,1.0952417850494385,0.6774873733520508
model_02,adam,binary_crossentropy,10,128,0.0001,2,0.4831668436527252,0.7453625798225403
model_02,adam,binary_crossentropy,10,128,1e-05,0,5.352843284606934,0.733558177947998
model_02,adam,binary_crossentropy,10,128,1e-05,1,4.788641929626465,0.6159359216690063
model_02,adam,binary_crossentropy,10,128,1e-05,2,11.570088386535645,0.3891231119632721
model_02,adam,binary_crossentropy,50,32,0.001,0,0.3407580852508545,0.7613828182220459
model_02,adam,binary_crossentropy,50,32,0.001,1,0.34123504161834717,0.7613828182220459
model_02,adam,binary_crossentropy,50,32,0.001,2,0.34022244811058044,0.7613828182220459
model_02,adam,binary_crossentropy,50,32,0.0001,0,0.3540152609348297,0.7605396509170532
model_02,adam,binary_crossentropy,50,32,0.0001,1,0.35635536909103394,0.7584317326545715
model_02,adam,binary_crossentropy,50,32,0.0001,2,0.39228948950767517,0.7331365942955017
model_02,adam,binary_crossentropy,50,32,1e-05,0,0.5973249077796936,0.7268128395080566
model_02,adam,binary_crossentropy,50,32,1e-05,1,0.6562040448188782,0.7074198722839355
model_02,adam,binary_crossentropy,50,32,1e-05,2,0.5140272378921509,0.7360876798629761
model_02,adam,binary_crossentropy,50,128,0.001,0,0.34156033396720886,0.7613828182220459
