model_name,optimizer,loss,epoch,batch_size,learning_rate,idx_repeat,test_loss,test_accuracy
model_01,sgd,categorical_crossentropy,50,128,0.001,2,1.2375500202178955,0.06659836322069168
model_01,sgd,categorical_crossentropy,50,128,0.001,3,1.054745078086853,0.7028688788414001
model_01,sgd,categorical_crossentropy,50,128,0.001,4,1.0464353561401367,0.7028688788414001
model_01,sgd,categorical_crossentropy,50,128,0.0001,0,1.4260543584823608,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,128,0.0001,1,1.3529292345046997,0.117827869951725
model_01,sgd,categorical_crossentropy,50,128,0.0001,2,2.25559139251709,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,128,0.0001,3,1.3738235235214233,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,128,0.0001,4,2.0642032623291016,0.16086065769195557
model_01,sgd,categorical_crossentropy,50,128,1e-05,0,1.3792277574539185,0.22745901346206665
model_01,sgd,categorical_crossentropy,50,128,1e-05,1,1.66408371925354,0.3586065471172333
model_01,sgd,categorical_crossentropy,50,128,1e-05,2,2.6444990634918213,0.19159835577011108
model_01,sgd,categorical_crossentropy,50,128,1e-05,3,2.463365316390991,0.1670081913471222
model_01,sgd,categorical_crossentropy,50,128,1e-05,4,1.5556122064590454,0.15676230192184448
model_01,sgd,categorical_crossentropy,200,32,0.001,0,2.1758289337158203,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,32,0.001,1,0.9094265699386597,0.7028688788414001
model_01,sgd,categorical_crossentropy,200,32,0.001,2,1.3862948417663574,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,32,0.001,3,1.3862948417663574,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,32,0.001,4,0.9156649708747864,0.7028688788414001
model_01,sgd,categorical_crossentropy,200,32,0.0001,0,1.1115602254867554,0.2079918086528778
model_01,sgd,categorical_crossentropy,200,32,0.0001,1,1.0506854057312012,0.7028688788414001
model_01,sgd,categorical_crossentropy,200,32,0.0001,2,1.3862948417663574,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,32,0.0001,3,1.1920930376163597e-07,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,32,0.0001,4,0.9342495799064636,0.688524603843689
model_01,sgd,categorical_crossentropy,200,32,1e-05,0,1.369465947151184,0.16495901346206665
model_01,sgd,categorical_crossentropy,200,32,1e-05,1,1.1565358638763428,0.6413934230804443
model_01,sgd,categorical_crossentropy,200,32,1e-05,2,1.4633655548095703,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,32,1e-05,3,1.460533857345581,0.2469262331724167
model_01,sgd,categorical_crossentropy,200,32,1e-05,4,1.2824804782867432,0.07786884903907776
model_01,sgd,categorical_crossentropy,200,128,0.001,0,1.1920930376163597e-07,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,128,0.001,1,0.9365065693855286,0.7028688788414001
model_01,sgd,categorical_crossentropy,200,128,0.001,2,0.9351006150245667,0.7028688788414001
model_01,sgd,categorical_crossentropy,200,128,0.001,3,0.9555066823959351,0.7028688788414001
model_01,sgd,categorical_crossentropy,200,128,0.001,4,1.3971282243728638,0.15881147980690002
model_01,sgd,categorical_crossentropy,200,128,0.0001,0,1.1405518054962158,0.6926229596138
model_01,sgd,categorical_crossentropy,200,128,0.0001,1,1.3610342741012573,0.27254098653793335
model_01,sgd,categorical_crossentropy,200,128,0.0001,2,1.3684974908828735,0.22028689086437225
model_01,sgd,categorical_crossentropy,200,128,0.0001,3,1.336132526397705,0.17827868461608887
model_01,sgd,categorical_crossentropy,200,128,0.0001,4,0.9375690817832947,0.6987704634666443
model_01,sgd,categorical_crossentropy,200,128,1e-05,0,1.3812196254730225,0.2079918086528778
model_01,sgd,categorical_crossentropy,200,128,1e-05,1,1.4017292261123657,0.16086065769195557
model_01,sgd,categorical_crossentropy,200,128,1e-05,2,1.514850378036499,0.22848360240459442
model_01,sgd,categorical_crossentropy,200,128,1e-05,3,1.637611985206604,0.32172131538391113
model_01,sgd,categorical_crossentropy,200,128,1e-05,4,1.3875850439071655,0.15163934230804443
model_01,sgd,binary_crossentropy,10,32,0.001,0,0.49403247237205505,0.7028688788414001
model_01,sgd,binary_crossentropy,10,32,0.001,1,0.48128610849380493,0.7028688788414001
model_01,sgd,binary_crossentropy,10,32,0.001,2,0.47442564368247986,0.7028688788414001
model_01,sgd,binary_crossentropy,10,32,0.001,3,0.4838637113571167,0.7028688788414001
model_01,sgd,binary_crossentropy,10,32,0.001,4,0.4018273651599884,0.7028688788414001
model_01,sgd,binary_crossentropy,10,32,0.0001,0,0.5902173519134521,0.7018442749977112
model_01,sgd,binary_crossentropy,10,32,0.0001,1,0.7443200945854187,0.5040983557701111
model_01,sgd,binary_crossentropy,10,32,0.0001,2,0.6255319714546204,0.4139344394207001
model_01,sgd,binary_crossentropy,10,32,0.0001,3,0.5509175062179565,0.4928278625011444
model_01,sgd,binary_crossentropy,10,32,0.0001,4,0.411415159702301,0.7018442749977112
model_01,sgd,binary_crossentropy,10,32,1e-05,0,1.076212763786316,0.6752049326896667
model_01,sgd,binary_crossentropy,10,32,1e-05,1,1.4360387325286865,0.09426229447126389
model_01,sgd,binary_crossentropy,10,32,1e-05,2,0.9638069868087769,0.2571721374988556
model_01,sgd,binary_crossentropy,10,32,1e-05,3,1.0160034894943237,0.4887295067310333
model_01,sgd,binary_crossentropy,10,32,1e-05,4,0.7033082842826843,0.623975396156311
model_01,sgd,binary_crossentropy,10,128,0.001,0,0.5088106393814087,0.7028688788414001
model_01,sgd,binary_crossentropy,10,128,0.001,1,0.5132374167442322,0.7018442749977112
model_01,sgd,binary_crossentropy,10,128,0.001,2,0.4145352244377136,0.6905737519264221
model_01,sgd,binary_crossentropy,10,128,0.001,3,0.4406004548072815,0.6854507923126221
model_01,sgd,binary_crossentropy,10,128,0.001,4,0.5334919095039368,0.7008196711540222
model_01,sgd,binary_crossentropy,10,128,0.0001,0,1.0305205583572388,0.6116803288459778
model_01,sgd,binary_crossentropy,10,128,0.0001,1,0.7478892803192139,0.09836065769195557
model_01,sgd,binary_crossentropy,10,128,0.0001,2,0.6414645314216614,0.4897541105747223
model_01,sgd,binary_crossentropy,10,128,0.0001,3,0.5854876637458801,0.7008196711540222
model_01,sgd,binary_crossentropy,10,128,0.0001,4,0.7052289843559265,0.15881147980690002
model_01,sgd,binary_crossentropy,10,128,1e-05,0,1.900059461593628,0.14651639759540558
model_01,sgd,binary_crossentropy,10,128,1e-05,1,1.32362961769104,0.37704917788505554
model_01,sgd,binary_crossentropy,10,128,1e-05,2,2.507944107055664,0.5727459192276001
model_01,sgd,binary_crossentropy,10,128,1e-05,3,2.7813117504119873,0.44979506731033325
model_01,sgd,binary_crossentropy,10,128,1e-05,4,3.1340396404266357,0.24590164422988892
model_01,sgd,binary_crossentropy,50,32,0.001,0,0.4458051919937134,0.7018442749977112
